sentences,label
"더불어 그는 실학적 사유의 새로운 세계관을 정립하는 과정에서 다양한 사상조류를 수용하고 있으며, 그 가운데 서양의 과학기술이 지닌 합리성과 효용성의 자연과학적 사유를 폭넓게 받아들였습니다.",
주자는 인간과 만물 사이에 성(性)과 도(道)의 근본 바탕이 같은 것이라 제시하였습니다.,
"이에 대해 정약용은 주자가 인간과 만물을 포괄하여 「중용」을 해석하고 있는 데 반대하고, 「중용」을 오로지 인간의 문제로 해석할 것을 역설하였습니다.",
"즉, 주자학에서 제시하는 하늘과 땅과 사람의 유기적 일체관을 깨뜨리고 오히려 과학기술적, 혹은 실용적 인간을 확인하고 있습니다.",
"나아가 정약용은 ‘성(性)’을 마음의 ‘기호(嗜好)’라고 정의함으로써, ‘성’을 마음의 본체로 인식하는 주자학적 입장을 정면으로 거부하였습니다.",
따라서 정약용의 ‘성기호설(性嗜好說)’은 하늘이 인간에게 선을 하고자 하면 선을 할 수 있고 악을 하고자 하면 악을 할 수 있는 주체적 결정권으로서 자유의지를 부여하였다고 제시합니다.,
"정약용은 주자학의 견해처럼 ‘인·의·예·지(仁義禮智)’의 덕이 마음속에 처음부터 내재되어 있는 것이 아니라, 행동한 다음에 그 성과로서 이루어지는 것임을 확인합니다.",
"따라서 그는 ‘인(仁)’에 대한 주자의 해석을 거부하고, ‘인(仁)’자는 인(人)과 인(人)을 중첩시킨 글자로서 “사람과 사람이 그 본분을 다하는 것”이라고 제시하였습니다.",
"즉, 정약용은 ‘인(仁)’을 인간 내면의 본질로 보는 성리학적 해석에서 벗어나 구체적 인간관계 속에서 실천되는 규범과 실천의 성과로서 이루어지는 결실로 파악하고 있습니다.",
"4. 다산이 주는 현대 사회에 대한 시사점
 다산 사상이 오늘의 우리에게 보여주는 바는 크게 세 가지가 있습니다.",
먼저 정약용은 새로운 외래문물을 적극적으로 받아들이면서 전통의 성리학적 세계관에 대한 비판적 반성을 시도하였습니다.,
"즉, 외래문물의 수용을 수단으로 삼아 전통 사상이 지닌 깊은 뜻을 재발견하는 데 목적을 두었습니다.",
이는 최근 우리가 외래 문물을 선진문명으로 수용하는 데 급급하여 전통문화를 낙후한 전근대적 잔재로 치부해 버렸던 경향을 반성하게 합니다.,
"결국 다산 사상은 문화적 주체성을 확립해야 하는, 우리 시대가 당면한 과제에 대해 모범을 보여주고 있습니다.",
"둘째로, 정약용은 실학자로서 불합리한 제도의 개혁과 더불어 생산의 촉진과 경제적 향상을 추구했습니다.",
하지만 동시에 인간의 도덕적 각성과 실천을 강조함으로써 경제와 도덕의 균형과 조화를 도모하였습니다.,
"당시의 시대적 상황에서는 성리학이 도덕적 심성의 수양을 강조하면서 인간의 물질적 욕구를 억제하는 결과를 가져왔고, 그에 대한 반작용으로 실학에서는 생산기술의 개선과 경제적 활성화를 추구하는 데 관심을 기울였습니다.",
"이에 대해 정약용은 도덕을 근본의 과제, 경제를 말단의 과제로 보았지만 선후를 나눌 수 있는 것이 아니라, 두 가지가 상호보완적 역할을 하는 것으로 보았습니다.",
이는 근대화 아래에 경제개발에 치우쳐 도덕적 해이를 초래한 상황에 대해 시사점을 제시합니다.,
"마지막으로, 정약용은 ‘인(仁)’을 인간에 대한 사랑으로 해석하여 도덕적 가치의 중심개념으로 강조하고, 인간관계의 결합을 이루는 사회질서의 이상을 제시합니다.",
"조선사회가 권위적 지배나 복종의 도덕규범에 기반 하여 사회질서를 이루고 있다는 사실을 고려해보면, 인간과 인간의 사랑으로 결합되는 사회를 제시한 것은 결국 새로운 사회질서의 이상을 제시한 것으로 볼 수 있습니다.",
근대 이후 개인주의가 중시되면서 공동체의 결속이 약화되고 이익이 강조되면서 사회 내 갈등이 심화되고 있습니다.,
이러한 상황에서 다산의 사상은 우리가 실현해야 할 바람직한 사회적 통합 원리에 대한 중요한 지침이 됩니다.,
<교과교육 없는 인성교육은 가능하고 바람직한가?,
">
Ⅰ. 서론
 ‘인성교육진흥법'은 인성개념과 인성교육을 법제화함으로써 사람다운 사람이 될 수 있도록 핵심가치를 교육을 통해 함양하도록 하였습니다.",
인성교육을 법제화한다는 것은 인성의 함양이 교육을 통해 가능하다는 것을 전제하며 현대사회에 이론적 지식과 실제 행동의 분리 문제에 대한 해소 가능성을 제시한다고 볼 수 있습니다.,
"구체적인 실천 덕목을 제시하며 이러한 덕목을 기르기 위해 필요한 교육 방법을 알려준다는 점에서는 법제화하는 것이 인성교육에 대한 공헌이라 볼 수 있지만, 이러한 법제화로 인해 완벽한 인성교육이 되기 힘들다는 한계도 존재합니다.",
구체적인 교육법을 제시함으로써 특정방법으로 교육하는 것이 마치 인성을 함양한 것처럼 오해를 불러일으킬 수도 있습니다.,
따라서 결국 인성교육을 통해 쌓은 인성 또한 관례적 인성에 머물게 할 수 있으며 법으로 제도화했기 때문에 다른 해석 가능성을 제한한다는 점에서 진정성에 의문을 제기할 수 있습니다.,
학교 인성교육을 위한 노력 중에서 가장 체계적이고 가장 지속적으로 추진될 수 있는 방안은 바로 학교의 교과교육과정 편성·운영에 인성교육을 통합시키는 것입니다.,
"다시 말하여, 학교의 일상에서 주된 부분을 차지하는 교육과정 편성·운영이 인성교육의 관점에서 이루어진다면 그 자체로 인성교육의 실현이 어느 정도 담보된다고 할 수 있습니다.",
"학교에서 인성교육이 체계적이고 지속적으로 이루어지기 위해서는 창의적 체험활동을 통한 인성교육은 물론이고, 학교에서 일상을 이루고 있는 교과 수업에서 인성교육이 이루어져야 합니다.",
학교에서는 교과별 특성을 살리되 인성교육에서 추구하는 핵심 가치·덕목들이 교과 수업을 통해 체계적이고 지속적으로 학습될 수 있도록 교과 교육과정을 편성·운영해야 합니다.,
학교 인성교육에서 교육과정운영과의 통합·연계 지도는 핵심적인 관건이기 때문입니다.,
학교 교육의 본질인 교육과정에서 인성교육을 체계적으로 반영하여 운영함으로써 인성교육이 일시적인 이벤트나 행사 위주의 실천에 머무르지 않고 지속성과 안정성을 확보할 수 있습니다.,
"Ⅱ. 기존의 교육관 
 지금까지의 교육관 다음의 세 가지로 나타납니다.",
"첫째는 발전적 교육관으로, 식물 성장적 교육관으로도 불립니다.",
"이러한 교육관에서 볼 때 교육은 ‘과목을 전지 하듯’하며, ‘사람을 키운다’는 입장에서 교육을 봅니다.",
"루소로 대표되는 발전적 교육관은 교육은 학습자들이 잘 자라도록 ‘원조’한다는 입장이며, 이는 과거의 교육성과 위에 계속해서 이루어지는 연속적 교육관을 바탕으로 합니다.",
"둘째는 동물 훈련적 교육관으로, 모공적 교육관으로 불리기도 합니다.",
"이러한 교육관에서 보면 교육은 ‘팽이는 맞아야 돌 듯’ 훈련을 중시하며, ‘사람을 만든다’는 입장에서 교육을 봅니다.",
스키너로 대표되는 동물 훈련적 교육관은 ‘지배’를 중시하며 이 또한 연속적 교육관의 바탕 위에서 행해집니다.,
이와 달리 세 번째인 실존적 교육관은 자발적인 깨달음을 중시합니다.,
"이를 각성적 교육관으로 부르기도 하는데, 이는 교사와 학생간의 ‘만남’을 전제로 한 교육관입니다.",
"따라서 실존적에서는 철저하게 ‘사람이 되게 한다’는 자세를 견지하며, ‘사람을 일깨운다’는 입장을 지킵니다.",
"페스탈로치로 대표되는 실존적 교육관은 ‘깨달음’을 중시하며, 이는 비연속적 교육관의 바탕 위에서 교육을 봅니다.",
오늘 날에 이루어지는 교육은 발전적 교육관과 실존적 교육관의 혼합으로 보입니다.,
특히 교과교육은 과거의 동물 훈련적 교육관에서 점차 벗어나면서 발전적 교육관을 향했습니다.,
따라서 교육이란 과목을 통해 사람을 키운다는 것을 의미합니다.,
"하지만 점차 인성교육의 중요성이 대두되면서 실존적 교육관이 나타났는데, 이는 교사가 학생과의 만남을 통해 사람이 되게 하는 과정을 중시합니다.",
"Ⅲ. 인성교육의 방향성 : 창의 · 인성 교육 
 글로벌 지식기반 사회의 국가 경쟁력은 결국 인성이 뒷받침된 창의적 인재의 경쟁력이 좌우하게 됩니다.",
이러한 측면에서 사회가 요구하는 바람직한 인재에 대한 모습도 과거와는 달라지고 있습니다.,
"새로운 지식과 가치를 창출하고, 더불어 살 줄 아는 능력이 요구되는 창의성과 인성을 고루 갖춘 인재를 요구하고 있는 것입니다.",
이러한 시대적 흐름에 발맞추어 2009 개정교육과정에서는 창의 · 인성 교육을 미래 사회의 핵심 키워드로 꼽고 있습니다.,
사실 창의성 교육과 인성 교육은 2009 개정 교육과정에서 뿐만 아니라 이전 교육과정에서도 강조되어 왔습니다.,
그런데 2009 개정 교육과정에서 새롭게 조명되는 이뉴는 종래의 창의성 교육과 인성 교육이 올바로 실현되지 못했다는 반성과 함께 앞으로의 교육은 이전의 것과는 다른 새로운 내용이 포함되어야 한다는 것입니다.,
"결국 창의 · 인성 교육이 변화하는 미래 사회에서 글로벌 리더나 세계 시민으로서 갖추어야 할 창의적이고 수준 높은 인성을 모든 교과활동과 창의적 체험 활동을 통해 함양하기 위한 교육이라고 하였고, 창의 · 인성 교육은 창의성 교육과 인성 교육을 단순히 합한 것이 아닌 ‘도덕성을 갖춘 창의적 인재’를 양성하는 교육이라 정의하면서 이를 세 가지 영역으로 구분하였습니다.",
첫째로 내용 교육 영역입니다.,
내용 교육 영역은 기존의 창의성 교육의 개념과 유사하며 교과 중심으로 창의적 문제 해결력에 초점을 두고 구성되어 있습니다.,
당면한 문제를 보다 정확하게 분석하여 새롭고 다양한 방법으로 해결해내는 능력을 키우는 것을 핵심 목표로 합니다.,
둘째로 심리과정 교육 영역입니다.,
"기존의 창의성 교육에서는 창의성을 발휘하게 되는 동기로서 연구되어 온 내용이며 창의성 교육의 일부로서 다루어졌지만, 창의 · 인성 교육에서는 상당히 중요하게 다루어지는 영역입니다.",
창의성 교육 뿐 만 아니라 학교교육 대부분의 성패를 좌우하는 것은 ‘그것을 하고 싶어 하는 마음’입니다.,
심리과정 교육 영역은 학생들에게 창의성 그 자체 내용을 가르치는 것이 아니라 하고 싶은 마음이 들게 만드는 교육의 내용이 포함되는 것입니다.,
"즉, 학생들이 어떤 과제를 해결하고 싶은 마음이 들게 하고 몰두할 수 있게 만드는 심리적 과정을 촉발시키는 내용을 포함하는 것이 심리과정 교육영역입니다.",
셋째로 인성교육영역입니다.,
인성 교육 영역은 착하고 선한 사람을 키운다는 높은 기준을 목표로 하기 보다는 도덕적 기질을 갖게 하는데 초점이 있습니다.,
"즉, 도덕적 기질은 막연한 선함을 의미하는 것이 아니라 ‘신뢰’, ‘정직’, ‘책임’, ‘협력’ 등의 자질을 말합니다.",
"우리 사회를 원활하게 돌아가게 만들고 발전시킬 수 있는 원동력은 나와 다른 생각을 가진 사람과의 협력 경쟁 구도 속에서의 조화이며, 이는 미래사회에서 더욱 중요해질 것입니다.",
"이처럼 창의 · 인성 교육은 내용, 심리과정, 인성 교육 영역을 포함하는 교육이며 이 세 영역이 균형 잡힌 인간을 육성하는 것이 교육의 목표라고 볼 수 있습니다.",
"창의 · 인성 교육을 창의 사회를 리드하기 위해 필요한 창의적 사고 덕목과 과거로부터 중시되어 오던 윤리적 덕목, 글로벌 시민으로서 갖추어야 할 글로벌 시민 덕목으로 구분하였고, 이 세 덕목을 골고루 갖추었을 때 창의 · 인성을 함양할 수 있다고 하였습니다.",
교육과학기술부는 창의성과 인성 함양을 동시에 추구해야 하는 이유를 다음과 같이 제시하고 있습니다.,
"첫째, 창의성과 인성은 구성 요소나 함양 방법 등에 있어 상호 유사성과 보완성이 높은 자질입니다.",
"둘째, 창의성을 ‘새롭고 가치 있는 것을 만들어낼 수 있는 역량’이라고 정의한다면, 인성은 ‘창의성을 사회 속에서 의미 있게 발현시킬 수 있는 역량’이라 정의할 수 있습니다.",
결국 창의성과 인성의 동시적 추구가 중요하게 대두되는 이유를 21세기 글로벌 창의시대가 도래하면서 전 세계 국가들은 향후 자국의 경쟁력 강화를 위해 창의성을 강조하게 될 것입니다.,
"2009 개정교육과정 내용을 살펴보면 창의 · 인성 교육을 강조하였고, 따라서 교육 현장에서도 과거의 창의성 교육과 인성 교육을 분리하여 생각하지 않게 되었기 때문에 두 개념을 보다 포괄적으로 적용해야 할 필요가 있을 것입니다.",
하지만 주입식 교육과 성적 위주의 입시제도가 적용되고 있는 우리나라에서는 창의 · 인성 교육이 성공하기 어려울 것이라는 부정적 예측을 피할 수 없는 것도 사실입니다.,
세계의 흐름에 발맞추어 가기 위해서라도 창의 · 인성 교육은 선택이 아닌 의무적인 교육현장의 과제인 것입니다.,
"Ⅳ. 교과 연계 인성교육의 필요성 
 인성교육은 학교 교육과정에 국가와 사회의 요구에 따라 반영되어 있으며, 우리나라 국가 교육과정에 인성교육이 독자적으로 명시된 시기는 제7차 교육과정 시기로 볼 수 있습니다.",
제7차 교육과정에서부터 2009 개정 교육과정 시기에는 인성을 도덕성 뿐 만 아니라 사회성과 정서를 포괄하는 사회·정서적 인성교육 접근이 강조되었습니다.,
"그리고 2015 개정 교육과정 시기에는 인성교육진흥법이 제정되어 예(禮), 효(孝), 정직, 책임, 존중, 배려, 소통, 협력의 8대 덕목을 중심으로 역량기반 인성교육이 처음으로 제시되면서 이와 관련된 연구가 진행되고 있습니다.",
"교과교육에서 인성교육을 연계하거나 통합하여 실시할 경우에 교과지도를 통한 인성교육, 교과교육을 통한 인성교육, 인성교육중심 수업, 교과연계형 인성교육중심 수업 등 다양한 용어가 사용되고 있습니다.",
이러한 용어에는 교과교육을 충실히 시행할 경우에 바른 인성을 함양하는 교육과정 목표와 삶에 대한 긍정적인 태도를 확립하는 인성교육의 목표와 직결되는 것으로 보입니다.,
교과교육에서 인성교육을 연계시키거나 통합하는 이론 연구는 시작단계에 있으며 실천방안에 대해서도 다양한 주장이 진행되고 있습니다.,
"교과연계 인성교육의 실천방안은 교과교육 내용과 인성교육 요소의 연계 및 구체화, 학생 참여 협력 위주의 인성 교육 방법의 활용, 학교 인성교육의 관점에서 교과서 재구성 및 다양한 교수·학습자료 활용, 인성 교수·학습과정 및 결과평가를 위한 수행평가 방법의 활용, 학교 교육과정 편성·운영에서의 교과교육을 통한 인성교육 활성화 등과 같이 세부적인 단계를 제안하는 연구를 비롯하여 학교현장에서 기존의 수업을 그대로 하면서 인성교육 요소를 반영하는 소극적 모형과 인성을 중심으로 현재 학교 교육과정 운영을 재구조화하는 적극적 모형을 구분하는 연구도 있습니다.",
특히 연구를 통해 교과적 독자성을 유지하면서 인성의 가치를 포괄하는 교육적 보편성을 추구하는 인성교육의 기본방향을 제시하였습니다.,
더불어 교과교육과 인성교육의 관계에 대한 인식을 전환하는 것이 필요하며 인성교육을 교과교육의 부차적 결과로 기대하는 소극적 태도보다는 인성교육을 교과교육 안으로 끌어안는 적극적 태도를 강조하였습니다.,
결국 우리는 교과교육에서 인성교육을 통합시켜서 운영해야 하며 교과교육 내용과 인성교육 요소를 연계시키고 구체화해야 합니다.,
"Ⅴ. 교과 연계 인성교육의 방법
 일반적으로 인성교육을 위한 방법은 교사 주도의 덕목 전달에 초점을 맞추는 행동적 접근, 학습자 주도로 이루어지는 토론 중심의 인지적 접근, 그리고 이 두 가지 접근을 아우르는 체험 중심의 통합적 접근이 있습니다.",
"특히 덕목에 대한 교사 주도의 설명과 함께 학생들이 직접적인 토론과 체험활동을 통해 덕목의 가치를 깨닫고 행동으로 나타낼 수 있는 방법으로 스토리텔링, 토의법, 역할놀이법 등이 있습니다.",
"스토리텔링은 단어, 이미지, 소리를 통하여 이야기를 전달하는 것으로 인물, 사건, 배경을 갖추어 특정 내용을 전달하는 글쓰기와 말하기 행위로서 인성교육에서도 활용이 가능한 교육방법입니다.",
"스토리텔링에서 이야기는 인물, 사건, 배경의 결합으로 이루어지며, 인물이 어떤 일을 당하거나 사건에 부딪치는 이유는 인물의 성격 때문이거나 환경 때문입니다.",
인성 교육을 위해 스토리텔링을 적용한 수업에서 인물에 초점을 맞추어 이야기로 꾸미는 과정은 인간에 대한 기본적인 자질과 심리 이해를 바탕으로 이루어져야 할 것입니다.,
또한 이야기는 ‘인간과 환경의 관계’라는 틀에서 우리 삶에 대한 이야기를 사건으로 꾸미는 것이므로 이야기는 삶을 시공간의 문제로 확장시켜 생각하게 할 수도 있습니다.,
"이와 같은 관점에서 인성 덕목을 연계한 이야기는 인간에 대한 이해를 비롯하여 인간의 관계성, 다양한 삶의 현장에서 발생하는 생활문제에 대한 개연성과 보편성, 삶의 확장성 등의 성격을 가질 수 있습니다.",
"따라서 스토리텔링은 인간의 현실적 삶을 이해하고, 감성을 높이고, 다양한 삶의 모습을 이미지와 동영상 자료를 통하여 표현함으로써 교육효과를 극대화시킬 수도 있을 것입니다.",
이러한 인성교육을 위한 스토리텔링은 인간의 삶에 얽힌 관계적 관점에서 인성덕목의 현장 실천에 대한 다양한 측면을 학습할 수 있는 기능을 가집니다.,
"토의법은 교사와 학생이 공동으로 참여하는 민주적인 교육방법으로, 의사소통의 유형은 학습자가 교사를 포함하여 다수의 동료학생과 의사소통하는 방법으로 진행됩니다.",
"토의법은 여러 교과영역에서 자주 사용되며, 이 방법은 학습자가 혼자 힘으로 문제를 해결할 수 없는 경우, 서로 의견을 교환하고 집단사고에 의하여 문제를 해결하는 수업방법으로 인성 덕목의 실현을 위한 인성교육방법으로도 활용 가능합니다.",
체험형 인성교육에서 토의법을 활용할 경우에는 교과의 내용과 연계된 인성덕목이 분명하게 포함되어 있어야 합니다.,
"인성교육에서 덕목과 연계된 학습문제 해결을 위한 토의 목적은 교사가 설정할 수도 있지만, 교사와 학생이 협력하거나 학생들이 결정할 수도 있습니다.",
어느 경우에도 토의 목적과 내용은 구체적이어야 하고 실행가능성이 있어야 합니다.,
"인성교육과 관련된 토의 내용이 모든 학생들이 관심을 가지는 사회적으로 의미 있는 문제일 경우, 학생을 수업에 적극적으로 참여시킬 수 있고 수업이 성공적일 수 있습니다.",
"인성 교육에서 활용되는 토의법은 교수·학습과정을 통하여 문제해결과정을 배우는 것이 교육 목적이기 때문에 의견 차이가 있더라도 상호 간의 의견을 존중하고 최선의 결론에 도달할 수 있도록 수업을 진행해야 하며, 교사는 토론과정에서 의견대립이 커지거나 소극적인 경우를 제외하고는 토론에 참여하지 않는 것이 바람직합니다.",
역할놀이법은 학생들에게 특수한 상황이나 장면에 처해보도록 하거나 특정의 역할을 가상적으로 실행해 보도록 함으로써 자신 혹은 타인이 지니고 있는 가치관 및 신념을 심도 있고 명확하게 이해할 수 있도록 하는 실천적 교수 방안으로 인성교육에서도 덕목의 실현과 관련하여 활용이 가능합니다.,
"역할놀이법은 학생들에게 민주적 관념인 인간의 존엄성, 정의감, 애정 등을 일상생활에서 어떻게 실천할 수 있는가를 가르치기 위해서 개발되고 학교현장에 적용되는 것으로 인성교육에서 덕목의 실현에 효과적인 방법으로 활용가능합니다.",
인성교육에서 역할놀이는 자신이나 타인이 현재와 같이 행동하는 이유를 이해하는 데 많은 도움이 됩니다.,
"특히 자신 혹은 타인의 역할을 하는 과정에서 학생들은 인간 행동의 다양성과 유사성을 학습하고, 이것을 실제 장면과 일상생활 속에 적용할 수 있게 됩니다.",
"이와 같은 관점에서 역할놀이는 학생주도의 인성교육 방법으로, 학생들에게 필요한 덕목을 실현하는 데 필요한 습관화에 상당한 도움이 될 것입니다.",
인성을 함양하기 위해 개인의 성장과 사회적 상호작용을 모두 강조하는 역할놀이법은 수업에서 다른 사람과 의사소통을 통한 개인의 감성 계발에 많은 도움이 되는 인성교육 방법입니다.,
"Ⅵ. 결론
 교과 교육 없이도 인성 교육은 가능하지만 바람직하지는 않습니다.",
"실제 삶과 연관된 도덕적 교육, 즉 실천적 인성 교육으로만 이루어지면 당장의 바람직한 행동에 대해 학생들이 인지할 수는 있을 것입니다.",
"하지만 더 나아간 상황에 대해 생각하기는 힘들어질 것이며, 판단의 기준이 모호하기 때문에 혼란을 느낄 수도 있습니다.",
"따라서 교과 교육을 통해 교과 지식과 결부하여 수업을 진행하면서, 학생들 스스로 인성 교육을 인지하는 과정이 더욱 바람직할 것입니다.",
"이는 결국 혁신학교가 추구하는 방향과 일치하며, 교사들은 교과 과정을 통해 갈등과 협력의 상황을 제시하고 그 과정에서 학생들은 전인격적 인간형에 가까워질 수 있습니다.",
학교 교육의 대부분은 교과교육을 통해서 이루어지기 때문에 인성교육이 활성화되기 위해서는 교과교육에서 인성교육이 활발하게 이루어져야 합니다.,
특히 도덕과의 경우 직접적으로 덕을 배우고 실천하는 교과라는 점에서 실질적으로 인성교육을 하고 있습니다.,
2011 개정 도덕과 교육과정에서는 학교교육에서 도덕과가 인성교육의 중핵교과로써 중심적 역할을 할 것을 강조하고 있습니다.,
"개정된 도덕과 교육과정에서는 주요한 덕목은 전체 지향 덕목으로 존중, 책임, 정의, 배려를 선정하였고, 내용영역별 가치와 덕목으로 자율, 성실, 절제, 효도, 예절, 협동, 평화 등을 제시하고 있어서 인성의 6가지 주요 덕목을 모두 포함하고 있습니다.",
"인성교육의 측면에서 보면, 미국과 달리 우리는 도덕을 정규 교과로 학교에서 가르치고 있어서 인성교육을 활성화하는데 유리한 위치에 있다고 할 수 있습니다.",
"그 이유는 도덕교과에서 인성교육을 이미 주도적으로 실시할 수 있다는 점에서 인성교육의 활성화하기 위한 구심점 역할을 할 수 있는 충분한 경험이 있고, 운영방법의 측면에서 보아도 수업방법이 상당한 정도로 개발되어 있어서 이들을 효과적으로 사용한다면 인성교육의 활성화에 의미 있는 역할을 할 수 있을 것입니다.",
발표 시작하겠습니다.,
안녕하세요,
저는 2조에 이어서 성인난청의 사례와 그 치료법을 중심으로 발표하게 된 10조 김혜원입니다.,
"네, 여러분들은 방금 전 돌발성 난청에 걸리셨었습니다.",
"많이 당황스러우시죠, 하지만 만약, 정말 어느날 한평생 잘만 들렸던 귀가 갑자기 잘 들리지 않는다면, 어떡하시겠습니까?",
"또는, 혹시라도 지금 자기도 모르게 후천적인 성인난청이 진행 중에 있다면 어떨까요?",
"‘에이, 난 아직 어린데!’ 라며, 일시적인 현상이라 굳게 믿고 보청기 끼기를 거부하시겠습니까?",
이런저런 생각이 아주 많아 지겠죠.,
그럼 다시 한번 제가 묻겠습니다.,
"지금, 당신의 귀는, 안녕하십니까?",
목차와 순서를 말씀해드리겠습니다.,
"먼저 아까의 도입부에 이어 또다른 관련 영상을 보시겠고요,",
"성인난청을 정의 하고, 그 구체적인 종류의 사례에 대해 말씀드리겠습니다.",
"이어서 저희 조 발표의 핵심인 성인난청의 자가진단법, 예방 및 치료법, 그리고 저희 조 나름의 결론을 말하며 발표를 마무리하겠습니다.",
"네, 그럼 바로 동영상을 한번 시청하시겠습니다.",
"네, 발표의 맨 처음에 제가 말씀드린 것 처럼, 어느날 갑자기 돌발성 난청으로 인해 청력을 잃게 된다면 어떨까요?",
"우선 제가 가장 걱정 되는건, 통학러인 저는 매일 아침마다 알람을 듣고 깨지 못 해 수업시작과 동시에 출첵을 하는 황유미 교수님의 언어와 언어병리라는 명강을 바로 드랍해야겠죠… 또, 저같이 말 많고 수다 떨기 좋아하는 사람이, 보청기를 빼면 아무 소리도 들리지 않는 그 고요",
"함을 견딜 수 있을까, 의문도 듭니다.",
"놀랍겠지만, 사실 난청 중에서 특히 감각 신경성 난청은 우리 일상에서 가장 흔하고 쉽게 접할 수 있는 만성질환 중의 하나라고 하는데요,",
이제 그 정의와 원인을 다시한번 알아볼까요?,
"난청이란 청각경로 문제 발생해 소리 전달이 제대로 이루어지지 못하여, 언어상태와 관련된 청각기관에 이상이 생긴 상태를 말합니다.",
"이 그림에서 보면, 상대방이 발화를
하면, 귓바퀴에서 소리가 모아져, 마지막으로 달팽이관에서 청각 신경이 자극되어 뇌로 전해질 때까지의 청각경로 중 한 개 이상의 기관에 이상이 생겨 잘 듣지 못하는 현상을 말합니다.",
이제 각 난청의 종류에 대한 다양한 사례들을 알아보겠습니다.,
먼저 소음성 난청입니다.,
기억이 나시나요?,
"이 난청은 보통 직업상 오랫동안 소음이 있는 환경아래에 있는 사람에게서 흔히 나타날 수 있는 난청의 종류였는데요,",
제가 조사하면서 놀랐던게 통계에 따르면 스마트폰이나 이어폰을 사용하는 것이 보편화되면서 국내 초·중·고교생 중 무려 25만명 정도가 소음성난청 위험 상태인 것으로 나타났다고 합니다.,
"보시다시피 하루 2시간동안 이어폰을 듣는 것도 위험할 수 있다고 하니, 각별한 주의를 해야겠죠.",
"더 놀라운 것은, 우리나라 전 인구의 약 1.7%가 소음성 난청에 의한 장애를 가지고 있는 것으로 알려져 있으며, 그 발생률이 점점 증가하고 있는 추세라고 합니다.",
또 특히 우리나라는 젊은 남성 대부분이 군복무에 따른 총기 소음에 노출 되어 소음성 난청에 걸릴 확률이 높다고 하네요.,
"유명인의 사례를 보시면, 할리우드 스타 윌리엄 샤트너는 스타트랙 촬영 당시 폭발신을 찍는 동안 소음차단제를 사용하지 않아 갑작스런 소음에 소음성 난청으로 청력을 잃게 되었다는 안타까운 사연이 있고요,",
유명한 클럽 DJ 였으나 어느날 소음성 난청으로 청력을 상실하게 된 DJ Kristov Masalin의 실화를 바탕으로 그 고난을 극복해가는 과정을 아주 사실적으로 담은 영화 it’s all gone pete tong 라는 영화가 있습니다.,
"이 영화는 청력을 잃고 매우 방황하는 모습까지 아주 사실적으로 그려냈기 때문에 19금이라는데요, 관심있으신 분들은 기말 후 보시는 것도 좋을 것 같습니다.",
난청의 두번째 종류로 돌발성 난청이 있습니다.,
"이는 아까 말했던 소음성 난청과는 다르게 확실한 원인 없이 갑자기, 돌발적으로 발생하는 감각신경성 난청이었죠.",
"이 난청에 관해 저희 조가 강조하고 싶은 것이 바로 빠른 진단인데요, 돌발성 난청은 보통 원인을 알 수 없는 경우가 대부분인데, 그나마 초기에 발견하여 치료를 하는 것이 회복 여부에 아주 많은 영향을 미친다고 합니다. ",
"이제 유명인들의 예시를 보자면, 우선 난청이 있었다고 많은 이들에게 알려진 베토벤입니다. ",
"현재까지 많은 전문가들이 그 당시 상황을 분석해본 결과, 베토벤은 납중독으로 인한 신경장애가 일어나면서 돌발성 난청을 겪었을 것이란 설이 가장 유력하다고 합니다.",
"다음은 가수 이하이인데요, 이하이는 밥을 굶으면서까지 운동하며 춤과 노래 연습을 하다 보니 복합적인 원인의 병이 생기며 돌발성 난청 증세까지 온 적이 있었다합니다. ",
"다행히 즉시 병원에서 진단을 받은 후 회복했다고 전해지는데요, 이렇듯 돌발성 난청은 조기치료가 중요합니다. ",
"이 주장의 연장선에서, 영상 하나를 함께 보시겠습니다. ",
" 영상에서 보셨듯이, 한 남성분은 돌발성 난청에 대해 심각하게 생각하지 않았던 탓에 병원에 조금 늦게 갔을 뿐인데, 치료가 늦어져 청력 회복률이 매우 낮아졌다는 것을 확인할 수 있습니다. ",
이제 슬슬 좀 지루하다 느낄 수 있는 여러분을 위해서 마지막 비장의 카드를 꺼내보겠습니다.  ,
여기서 나온 박서준 또한 두개골 충격에 의한 돌발성 난청증상이 나타난 걸 확인할 수 있었죠.,
세번째 종류로 노인성 난청이 있습니다. ,
노인성 난청은 말그대로 연령이 증가하면서 신경세포가 퇴행하여 청력이 떨어지는 것을 의미합니다. ,
"미국의 통계에 따르면, 청력의 감소는 노년층 질환 중 관절염, 고혈압, 심장질환에 이어 네 번째로 많은 질환이라고 합니다. ",
이제 영상을 보실까요? ,
"흥미로운 사실은 연령에 따른 청력 감소가 보통 30대 정도에 시작해 계속 진행되며, 약물치료 등으로 호전되지 않고 연령의 증가와 함께 점차 진행된다는 것입니다. ",
"즉, 우리도 이제 얼마 남지 않았다는 거죠…! ",
"노인성 난청이라 아주 먼 미래처럼 보이지만 사실 그렇지 않않다는거.. 명심하면서, 개그콘서트의 사례를 보겠습니다.",
"마지막 난청의 종류로, 질병에 의한 난청이 있습니다. ",
"보통 희귀한 질병으로 인해 난청이 유발되는데요, 그나마 잘 알려진 것이 바로 메니에르병입니다. ",
